source,target,distance,link_type
N0939,N0986,0.0075,long_chord
N0940,N0987,0.0112,long_chord
N0941,N0988,0.0009,long_chord
N0942,N0989,0.0046,long_chord
N0943,N0990,0.0083,long_chord
N0944,N0991,0.0120,long_chord
N0945,N0992,0.0017,long_chord
N0946,N0993,0.0054,long_chord
N0947,N0994,0.0091,long_chord
N0948,N0995,0.0128,long_chord
N0949,N0996,0.0025,long_chord
N0950,N0997,0.0062,long_chord
N0951,N0998,0.0099,long_chord
N0952,N0999,0.0136,long_chord
N0953,N1000,0.0033,long_chord
N0954,N0001,0.0070,long_chord
N0955,N0002,0.0107,long_chord
N0956,N0003,0.0004,long_chord
N0957,N0004,0.0041,long_chord
N0958,N0005,0.0078,long_chord
N0959,N0006,0.0115,long_chord
N0960,N0007,0.0012,long_chord
N0961,N0008,0.0049,long_chord
N0962,N0009,0.0086,long_chord
N0963,N0010,0.0123,long_chord
N0964,N0011,0.0020,long_chord
N0965,N0012,0.0057,long_chord
N0966,N0013,0.0094,long_chord
N0967,N0014,0.0131,long_chord
N0968,N0015,0.0028,long_chord
N0969,N0016,0.0065,long_chord
N0970,N0017,0.0102,long_chord
N0971,N0018,0.0139,long_chord
N0972,N0019,0.0036,long_chord
N0973,N0020,0.0073,long_chord
N0974,N0021,0.0110,long_chord
N0975,N0022,0.0007,long_chord
N0976,N0023,0.0044,long_chord
N0977,N0024,0.0081,long_chord
N0978,N0025,0.0118,long_chord
N0979,N0026,0.0015,long_chord
N0980,N0027,0.0052,long_chord
N0981,N0028,0.0089,long_chord
N0982,N0029,0.0126,long_chord
N0983,N0030,0.0023,long_chord
N0984,N0031,0.0060,long_chord
N0985,N0032,0.0097,long_chord
N0986,N0033,0.0134,long_chord
N0987,N0034,0.0031,long_chord
N0988,N0035,0.0068,long_chord
N0989,N0036,0.0105,long_chord
N0990,N0037,0.0002,long_chord
N0991,N0038,0.0039,long_chord
N0992,N0039,0.0076,long_chord
N0993,N0040,0.0113,long_chord
N0994,N0041,0.0010,long_chord
N0995,N0042,0.0047,long_chord
N0996,N0043,0.0084,long_chord
N0997,N0044,0.0121,long_chord
N0998,N0045,0.0018,long_chord
N0999,N0046,0.0055,long_chord
N1000,N0047,0.0092,long_chord
